"id"	"geneNum"	"description"	"definition"	"gene"
"GO:0070939"	3	"Dsl1/NZR complex"	"A multisubunit tethering complex, i.e. a protein complex involved in mediating the initial interaction between vesicles and the membranes with which they fuse, that is involved in trafficking from the Golgi apparatus to the ER. In Saccharomyces cerevisiae the Dsl1p complex contains Dsl1p, Tip20p, and Sec39p."	"NBAS,RINT1,ZW10"
"GO:0070971"	7	"endoplasmic reticulum exit site"	"An endoplasmic reticulum part at which COPII-coated vesicles are produced."	"APOB,PREB,SEC16A,SEC23A,SEC31A,TMED5,YIPF5"
"GO:0070985"	3	"transcription factor TFIIK complex"	"A transcription factor complex that forms part of the holo TFIIH complex. In Saccharomyces/human, TFIIK contains Ccl1p/Cyclin H, Tfb3p/MAT1 and Kin2p/CDK7."	"CCNH,CDK7,MNAT1"
"GO:0071001"	3	"U4/U6 snRNP"	"A ribonucleoprotein complex that contains base-paired U4 and U6 small nuclear RNAs."	"PPIH,PRPF4,SART3"
"GO:0071004"	1	"U2-type prespliceosome"	"A spliceosomal complex that is formed by association of the 5' splice site with the U1 snRNP, while the branch point sequence is recognized by the U2 snRNP. The prespliceosome includes many proteins in addition to those found in the U1 and U2 snRNPs. Commitment to a given pair of 5' and 3' splice sites occurs at the time of prespliceosome formation."	"SNRPC"
"GO:0071005"	40	"U2-type precatalytic spliceosome"	"A spliceosomal complex that is formed by the recruitment of the preassembled U4/U6.U5 tri-snRNP to the prespliceosome. Although all 5 snRNPs are present, the precatalytic spliceosome is catalytically inactive. The precatalytic spliceosome includes many proteins in addition to those found in the U1, U2 and U4/U6.U5 snRNPs."	"BUD13,CWC22,CWC27,DHX16,EFTUD2,IK,LSM3,LSM4,LSM5,LSM6,LSM7,MFAP1,PHF5A,PRPF3,PRPF31,PRPF38A,PRPF4,PRPF6,PRPF8,RBMX2,SART1,SF3A1,SF3A2,SF3A3,SF3B1,SF3B2,SF3B3,SF3B4,SF3B5,SMU1,SNIP1,SNRNP200,SNRPA1,SNRPB,SNRPD1,SNRPD2,SRRM2,TXNL4A,WBP4,ZMAT2"
"GO:0071006"	8	"U2-type catalytic step 1 spliceosome"	"A spliceosomal complex that is formed by the displacement of the U1 and U4 snRNPs from the precatalytic spliceosome; the U2, U5 and U6 snRNPs remain associated with the mRNA. This complex, sometimes called the activated spliceosome, is the catalytically active form of the spliceosome, and includes many proteins in addition to those found in the U2, and U5 and U6 snRNPs."	"CASC3,CWC22,CWC25,EIF4A3,PRPF8,RBM8A,SNRNP200,YJU2"
"GO:0071007"	18	"U2-type catalytic step 2 spliceosome"	"A spliceosomal complex that contains the U2, U5 and U6 snRNPs bound to a splicing intermediate in which the first catalytic cleavage of the 5' splice site has occurred. The precise subunit composition differs significantly from that of the catalytic step 1, or activated, spliceosome, and includes many proteins in addition to those found in the U2, U5 and U6 snRNPs."	"AQR,BCAS2,CDC40,CDC5L,CWC22,DHX8,PLRG1,PPIE,PRPF19,PRPF8,SNRNP40,SNRPA1,SNRPB,SNRPD1,SNRPD2,SNW1,SRRM2,XAB2"
"GO:0071008"	3	"U2-type post-mRNA release spliceosomal complex"	"A spliceosomal complex that is formed following the release of the spliced product from the post-spliceosomal complex and contains the excised intron and the U2, U5 and U6 snRNPs."	"DHX15,GCFC2,TFIP11"
"GO:0071013"	29	"catalytic step 2 spliceosome"	"A spliceosomal complex that contains three snRNPs, including U5, bound to a splicing intermediate in which the first catalytic cleavage of the 5' splice site has occurred. The precise subunit composition differs significantly from that of the catalytic step 1, or activated, spliceosome, and includes many proteins in addition to those found in the associated snRNPs."	"CACTIN,CWC27,DDX41,DDX5,DHX35,DHX38,GPATCH1,HNRNPA1,HNRNPA3,HNRNPF,HNRNPH1,HNRNPK,HNRNPM,HNRNPR,LSM3,MTREX,PPWD1,PRPF4B,PRPF6,RALY,RBM8A,SART1,SF3A3,SF3B3,SLU7,SNRNP200,SRRM1,SRSF1,TFIP11"
"GO:0071065"	1	"alpha9-beta1 integrin-vascular cell adhesion molecule-1 complex"	"A protein complex that consists of an alpha9-beta1 integrin complex bound to vascular cell adhesion molecule-1."	"VCAM1"
"GO:0071141"	1	"SMAD protein complex"	"A protein complex that consists of only SMAD proteins; may be homomeric or heteromeric. Heteromeric complexes act as transcription factors while homomeric complexes exist but are transcriptionally inactive. Hetero- versus homotrimerization is largely enthalpy driven."	"SMAD4"
"GO:0071144"	1	"heteromeric SMAD protein complex"	"A protein complex composed of SMAD family proteins, a transcription factor complex which binds to the promoters of target genes and recruits co-activators and histone acetyltransferases, facilitating transcription. Phosphorylation of the non-SMAD4 subunit(s) enables binding of SMAD4 to form heteromeric complexes that enter the nucleus to initiate gene transcription. DNA-binding specificity is conferred by other transcription factors binding to SMAD complexes. Interactions with coactivators or corepressors modulate their transcriptional activity. Can be heterotrimeric or heterodimeric."	"SMAD2"
"GO:0071159"	1	"NF-kappaB complex"	"A protein complex that consists of a homo- or heterodimer of members of a family of structurally related proteins that contain a conserved N-terminal region called the Rel homology domain (RHD). In the nucleus, NF-kappaB complexes act as transcription factors. In unstimulated cells, NF-kappaB dimers are sequestered in the cytoplasm by IkappaB monomers; signals that induce NF-kappaB activity cause degradation of IkappaB, allowing NF-kappaB dimers to translocate to the nucleus and induce gene expression."	"RPS3"
"GO:0071203"	5	"WASH complex"	"A protein complex that localizes at the surface of endosomes, where it recruits and activates the Arp2/3 complex to induce actin polymerization. In human, the WASH complex is composed of F-actin-capping protein subunits alpha and beta, WASH1, FAM21, KIAA1033, KIAA0196 and CCDC53."	"A0A5F4D0W7,DNAJC13,SNX27,TBC1D23,WASHC1"
"GO:0071204"	2	"histone pre-mRNA 3'end processing complex"	"A ribonucleoprotein that binds to specific sites in, and is required for cleavage of, the 3'-end of histone pre-mRNAs. The complex contains the U7 snRNP and additional proteins, including the stem-loop binding protein (SLBP) and the exonuclease 3'hExo/Eri-1."	"LSM11,SNRPB"
"GO:0071339"	23	"MLL1 complex"	"A protein complex that can methylate lysine-4 of histone H3. MLL1/MLL is the catalytic methyltransferase subunit, and the complex also contains the core components ASH2L, HCFC1/HCF1 WDR5 and RBBP5."	"C5H17orf49,CHD8,E2F6,EIF4A1,HCFC1,HCFC2,INO80C,KANSL1,KAT8,KMT2A,LAS1L,MAX,MCRS1,PELP1,PRPF31,RBBP5,RNF2,RUVBL1,RUVBL2,TAF4,TAF6,TAF7,WDR5"
"GO:0071439"	3	"clathrin complex"	"A protein complex that consists of three clathrin heavy chains and three clathrin light chains, organized into a symmetrical three-legged structure called a triskelion. In clathrin-coated vesicles clathrin is the main component of the coat and forms a polymeric mechanical scaffold on the vesicle surface."	"CLTA,CLTCL1,VPS41"
"GO:0071458"	4	"integral component of cytoplasmic side of endoplasmic reticulum membrane"	"The component of the endoplasmic reticulum membrane consisting of the gene products that penetrate only the cytoplasmic side of the membrane."	"HM13,PKD2,SPPL2A,SPPL3"
"GO:0071540"	1	"eukaryotic translation initiation factor 3 complex, eIF3e"	"An eukaryotic translation initiation factor 3 complex that contains the PCI-domain protein eIF3e."	"EIF3E"
"GO:0071541"	5	"eukaryotic translation initiation factor 3 complex, eIF3m"	"An eukaryotic translation initiation factor 3 complex that contains the PCI-domain protein eIF3m."	"EIF3B,EIF3C,EIF3D,EIF3H,EIF3M"
"GO:0071546"	5	"pi-body"	"A P granule that contains the PIWIL2-TDRD1 module, a set of proteins that act in the primary piRNA pathway. The pi-body corresponds to the cementing material between mitochondria found in gonocytes."	"ASZ1,PIWIL2,TDRD1,TDRD5,TDRKH"
"GO:0071547"	3	"piP-body"	"A P granule that contains the PIWIL4-TDRD9 module, a set of proteins that act in the secondary piRNA pathway."	"MAEL,TDRD9,TDRKH"
"GO:0071556"	4	"integral component of lumenal side of endoplasmic reticulum membrane"	"The component of the endoplasmic reticulum membrane consisting of the gene products that penetrate only the lumenal side of the membrane."	"HM13,PKD2,SPPL2A,SPPL3"
"GO:0071564"	8	"npBAF complex"	"A SWI/SNF-type complex that is found in neural stem or progenitor cells, and in human contains actin and proteins encoded by the ARID1A/BAF250A or ARID1B/BAF250B, SMARCD1/BAF60A, SMARCD3/BAF60C, SMARCA2/BRM/BAF190B, SMARCA4/BRG1/BAF190A, SMARCB1/BAF47, SMARCC1/BAF155, SMARCE1/BAF57, SMARCC2/BAF170, PHF10/BAF45A, ACTL6A/BAF53A genes. The npBAF complex is essential for the self-renewal/proliferative capacity of the multipotent neural stem cells."	"ACTL6A,PHF10,SMARCA4,SMARCC2,SMARCD1,SMARCD3,SMARCE1,SS18"
"GO:0071565"	9	"nBAF complex"	"A SWI/SNF-type complex that is found in post-mitotic neurons, and in human contains actin and proteins encoded by the ARID1A/BAF250A or ARID1B/BAF250B, SMARCD1/BAF60A, SMARCD3/BAF60C, SMARCA2/BRM/BAF190B, SMARCA4/BRG1/BAF190A, SMARCB1/BAF47, SMARCC1/BAF155, SMARCE1/BAF57, SMARCC2/BAF170, DPF1/BAF45B, DPF3/BAF45C, ACTL6B/BAF53B genes. The nBAF complex along with CREST plays a role regulating the activity of genes essential for dendrite growth."	"ACTL6B,ARID1B,DPF1,DPF3,SMARCC2,SMARCD1,SMARCD3,SMARCE1,SS18L1"
"GO:0071595"	2	"Nem1-Spo7 phosphatase complex"	"A protein serine/threonine phosphatase complex that is involved in nuclear envelope organization, and contains proteins known in budding yeast as Nem1p and Spo7p."	"CNEP1R1,CTDNEP1"
"GO:0071598"	1	"neuronal ribonucleoprotein granule"	"A ribonucleoprotein complex that is found in the cytoplasm of axons and dendrites, and transports translationally silenced mRNAs to dendritic synapses, where they are released and translated in response to specific exogenous stimuli."	"PQBP1"
"GO:0071665"	1	"gamma-catenin-TCF7L2 complex"	"A protein complex that contains gamma-catenin and TCF7L2 (TCF4), binds to the TCF DNA motif within a promoter element, and is involved in the regulation of WNT target gene transcription."	"JUP"
"GO:0071748"	1	"monomeric IgA immunoglobulin complex"	"A protein complex composed of two identical immunoglobulin heavy chains of an IgA isotype and two identical immunoglobulin light chains, held together by disulfide bonds, and present in the extracellular space, in mucosal areas or other tissues, or circulating in the blood or lymph."	"JCHAIN"
"GO:0071751"	1	"secretory IgA immunoglobulin complex"	"A polymeric IgA immunoglobulin complex that is complexed with one chain of secretory component (SC). Polymeric IgA is present in mucosal areas, having been transported via a transcytosis mechanism in mucosal epithelial cells relying on the polymeric Ig receptor, a portion of which then remains bound to the polymeric IgA as secretory component."	"PIGR"
"GO:0071752"	1	"secretory dimeric IgA immunoglobulin complex"	"A dimeric form of secretory IgA immunoglobulin complex."	"JCHAIN"
"GO:0071756"	1	"pentameric IgM immunoglobulin complex"	"A circulating form of IgM consisting of a pentamer of IgM core units with a single J chain polypeptide."	"IGHM"
"GO:0071757"	1	"hexameric IgM immunoglobulin complex"	"A circulating form of IgM consisting of a hexamer of IgM core units with a single J chain polypeptide."	"IGHM"
"GO:0071782"	6	"endoplasmic reticulum tubular network"	"A subcompartment of the endoplasmic reticulum consisting of tubules having membranes with high curvature in cross-section."	"KPNB1,RAB10,RAB18,RAB3GAP1,REEP5,ZFYVE27"
"GO:0071797"	1	"LUBAC complex"	"A ubiquitin ligase complex that catalyzes linear head-to-tail polyubiquitin conjugation on its targets. In human the complex consists of RBCK1, RNF31 and SHARPIN, and has an MW of approximately 600 kDa, suggesting a heteromultimeric assembly of its subunits. LUBAC stands for Linear Ubiquitin Chain Assembly Complex."	"IRF9"
"GO:0071817"	4	"MMXD complex"	"A protein complex that contains the proteins MMS19, MIP18 and XPD, localizes to mitotic spindle during mitosis, and is required for proper chromosome segregation."	"CIAO1,CIAO2B,ERCC2,SLC25A5"
"GO:0071818"	2	"BAT3 complex"	"A protein complex consisting of BAT3 (BAG6) and its cofactors. In mammals these cofactors are TRC35 (GET4) and UBL4A. It facilitates tail-anchored protein capture by ASNA1/TRC4 and also chaperones polypeptides from the endoplasmic reticulum retrotranslocation machinery to the proteasome, maintaining the solubility of substrates to improve ER-associated protein degradation (ERAD)."	"BAG6,UBL4A"
"GO:0071819"	1	"DUBm complex"	"A protein complex that forms part of SAGA-type complexes SAGA and SLIK, and mediates deubiquitination of histone H2B. In S. cerevisiae, the DUBm consists of the proteins Ubp8p, Sgf11p, Sus1p, and Sgf73p."	"ENY2"
"GO:0071821"	2	"FANCM-MHF complex"	"A protein complex contains the proteins FANCM and MHF, or their orthologs, plays an essential role in DNA remodeling, protects replication forks, and is conserved in eukaryotes."	"FANCM,PEX14"
"GO:0071920"	2	"cleavage body"	"A nuclear body that contains proteins involved in pre-mRNA 3'-end cleavage and polyadenylation, such as DDX1, CSTF2 and CPSFs, as well as the transcription factors TFIIE and TFIIF. Cleavage bodies are localized adjacent to Cajal bodies and are involved in mRNA3'-end processing."	"CSTF2,DDX1"
"GO:0071942"	1	"XPC complex"	"A nucleotide-excision repair complex that is involved in damage sensing during global genome nucleotide excision repair (GG-NER). It is part of the pre-incision (or initial recognition) complex bound to sites of DNA damage. In human, it is composed of XPC, RAD23B and CETN2."	"RAD23B"
"GO:0071944"	13	"cell periphery"	"The part of a cell encompassing the cell cortex, the plasma membrane, and any external encapsulating structures."	"AXIN1,BAX,CTNNB1,DGUOK,FBLIM1,FERMT1,ITGB1BP1,KRT14,KRT18,MBP,MYO1B,NME2,ODAM"
"GO:0071953"	3	"elastic fiber"	"An supramolecular fiber that consists of an insoluble core of polymerized tropoelastin monomers and a surrounding mantle of microfibrils. Elastic fibers provide elasticity and recoiling to tissues and organs, and maintain structural integrity against mechanical strain."	"EFEMP2,ELN,FBLN1"
"GO:0071986"	5	"Ragulator complex"	"A eukaryotically conserved protein complex; in humans, it is comprised of LAMTOR1, LAMTOR2, LAMTOR3, LAMTOR4, and LAMTOR5. The complex is anchored to lipid rafts in late endosome membranes via LAMTOR1, constitutes a guanine nucleotide exchange factor (GEF) for the Rag GTPases."	"A0A5F4CGT2,A0A5F4DC37,LAMTOR2,LAMTOR5,SLC38A9"
"GO:0072357"	8	"PTW/PP1 phosphatase complex"	"A protein serine/threonine phosphatase complex that contains a catalytic subunit (PPP1CA, PPP1CB or PPP1CC) and the regulatory subunits PPP1R10 (PNUTS), TOX4 and WDR82, and plays a role in the control of chromatin structure and cell cycle progression during the transition from mitosis into interphase."	"A0A5F4D478,A0A5F4DB60,PPP1CA,PPP1CB,PPP1CC,PPP1R10,PPP1R12A,TOX4"
"GO:0072487"	1	"MSL complex"	"A histone acetyltransferase complex that catalyzes the acetylation of a histone H4 lysine residue at position 16. In human, it contains the catalytic subunit MOF, and MSL1, MSL2 and MSL3."	"MSL3"
"GO:0072534"	2	"perineuronal net"	"A dense extracellular matrix (ECM) that forms around many neuronal cell bodies and dendrites late in development and is responsible for synaptic stabilization in the adult brain."	"PTPRZ1,TNR"
"GO:0072546"	3	"ER membrane protein complex"	"A transmembrane protein complex located in the ER that is involved in ER-mitochondrial membrane tethering, which is required to facilitate lipid transfer from the ER to the mitochondrial membrane. In S. cerevisiae, it has six members: EMC1, EMC2, AIM27, EMC4, KRE27, and EMC6."	"A0A5F4BXU9,EMC10,EMC8"
"GO:0072557"	1	"IPAF inflammasome complex"	"A protein complex that consists of three components, IPAF, NAIP and caspase-1, and includes among its functions the sensing of flagellin derived from Legionella pneumophila, Salmonella typhimurium, Pseudomonas aeruginosa and Shigella flexneri."	"CASP1"
"GO:0072558"	3	"NLRP1 inflammasome complex"	"A protein complex that consists of two components, NLRP1 (NALP1) and caspase-1 or caspase-5. The exact mechanisms of NLRP1 activation remain obscure, but potassium ion efflux appears to be essential."	"CASP1,NLRP1,PYCARD"
"GO:0072559"	3	"NLRP3 inflammasome complex"	"A protein complex that consists of three components, NLRP3 (NALP3), PYCARD and caspase-1. It is activated upon exposure to whole pathogens, as well as a number of structurally diverse pathogen- and danger-associated molecular patterns (PAMPs and DAMPs) and environmental irritants. Whole pathogens demonstrated to activate the NLRP3 inflammasome complex include the fungi Candida albicans and Saccharomyces cerevisiae, bacteria that produce pore-forming toxins, including Listeria monocytogenes and Staphylococcus aureus, and viruses such as Sendai virus, adenovirus, and influenza virus."	"CASP1,NLRP3,PYCARD"
"GO:0072562"	2	"blood microparticle"	"A phospholipid microvesicle that is derived from any of several cell types, such as platelets, blood cells, endothelial cells, or others, and contains membrane receptors as well as other proteins characteristic of the parental cell. Microparticles are heterogeneous in size, and are characterized as microvesicles free of nucleic acids."	"B9D2,TGFB1"
"GO:0072563"	2	"endothelial microparticle"	"A blood microparticle that is derived from, and contains membrane receptors as well as other proteins characteristic of, an endothelial cell."	"ANXA5,ENG"
"GO:0072669"	2	"tRNA-splicing ligase complex"	"A protein complex that catalyzes the ligation of cleaved pre-tRNAs by directly joining spliced tRNA halves to mature-sized tRNAs by incorporating the precursor-derived splice junction phosphate into the mature tRNA as a canonical 3',5'-phosphodiester."	"DDX1,FAM98B"
"GO:0072686"	59	"mitotic spindle"	"A spindle that forms as part of mitosis. Mitotic and meiotic spindles contain distinctive complements of proteins associated with microtubules."	"AAAS,AGBL5,CAPG,CDC42,CDC6,CDC7,CDK1,CEP170,CKAP2L,CUL3,DCDC2,DIAPH1,DYNLL1,EML2,EML4,EPB41,GEM,HDAC3,HECW2,HEPACAM2,IKBKG,IL17RB,IQCB1,KAT2A,KDF1,KIF11,KIF22,KIF2B,LIMK2,LSM14A,MAK,NCOR1,NEIL2,NEXMIF,NGRN,NUDC,NUDCD2,ODAM,PHLPP2,PKD2,PKHD1,PKP4,PTPN7,PYCR3,RPS3,SKA3,SLC34A1,SPAG5,TACC3,TADA2A,TBCK,TBL1XR1,TFDP2,TPR,TPX2,TRAPPC14,TRAT1,WAPL,YEATS2"
